work_id,status,url,album,formats,notes
REC-241,exact,https://www.prestomusic.com/classical/products/7993732--ben-johnston-string-quartets-nos-2-3-4-9,"Ben Johnston: String Quartets Nos. 2, 3, 4 & 9 (New World NW80637)","CD, download","Kepler Quartet; contains String Quartet No. 4 'Amazing Grace'. Companion Kepler volumes NW80693 (Nos. 1/5/10, product 7996452) and NW80730 (Nos. 6/7/8, product 8121246) also on Presto"
REC-314,exact,https://www.prestomusic.com/classical/products/7993682--john-cage-david-tudor-rainforest-mureau,John Cage & David Tudor: Rainforest & Mureau (New World NW80540),"2 CDs, Download","New World recording of Tudor's Rainforest (with Cage's Mureau), matching the label hint; alt: David Tudor: Rainforest (Versions 1 & 4) — Mode MOD-CD-64, download, Tudor/Kosugi https://www.prestomusic.com/classical/products/8461523--david-tudor-rainforest-versions-1-4"
REC-325,exact,https://www.prestomusic.com/classical/products/8844328--sarah-hennies-spectral-malsconcities,Sarah Hennies: Spectral Malsconcities (New World NW80824),"CD, download",The referenced New World Records release; performed by Bearthoven/Bent Duo per label.
REC-067,alt,https://www.prestomusic.com/classical/products/7938316--kecak-from-bali,"Kecak from Bali — Kecak Ganda Sari, dir. I Gusti Putu Putra (Bridge BCD9019)","CD, download (FLAC/ALAC/WAV, MP3)","The 1969 Nonesuch album and 'Golden Rain' are not on Presto. This Bridge CD is a full-length kecak (Ramayana) performance — Bridge's kecak recording widely credited to David Lewiston, though Presto's page does not name him. Celestial Harmonies 'The Music of Bali' (products/7964066) also has the trad. gamelan piece 'Ujan Mas (Golden Rain)' but no kecak."
REC-104,alt,https://www.prestomusic.com/classical/products/8017790--harpsichord-recital-tiensuu-jukka-couperin-f-scarlatti-d-kouneva-p-tiensuu-j-salmenhaara-e-cage-the,"The Frivolous Harpsichord - Jukka Tiensuu, harpsichord (Ondine ODE8912)",download,"Only HPSCHD hit on Presto: contains Cage: HPSCHD Solo VII only (4:38 solo harpsichord excerpt), not the 1969 Cage/Hiller Nonesuch realization. Full work unavailable."
REC-106,no,,,,"Earth's Magnetic Field (Nonesuch 1970) not on Presto. Dodge composer page (composers/6196) lists only A Retrospective 1977-2009, Synthesized Voices, Cascando, 10+2 anthology — none contain this work."
REC-161,exact,https://www.prestomusic.com/classical/products/8109790--reich-early-works,Reich: Early Works (Nonesuch 0349709206),download (FLAC/MP3),"It's Gonna Rain Parts I & II (1965, Reich tape) confirmed on tracklist, alongside Come Out / Piano Phase / Clapping Music — this is the hinted Nonesuch Early Works album (download only; no CD listed). Also in Steve Reich: Collected Works 26CD+DVD box (/products/9746628)."
REC-162,exact,https://www.prestomusic.com/classical/products/8109790--reich-early-works,Reich: Early Works (Nonesuch 0349709206),download,"Tracklist verified: contains Come Out (13:09, Steve Reich tape) plus Piano Phase, Clapping Music, It's Gonna Rain. Download/streaming only, no physical; Come Out also in Steve Reich: Collected Works 26CD+DVD box (product 9746628)"
REC-207,exact,https://www.prestomusic.com/classical/products/7954465--reich-different-trains-electric-counterpoint,Reich: Different Trains & Electric Counterpoint (Nonesuch 7559791762),"CD, download (FLAC/MP3)","Original 1988 Kronos Quartet recording (Grammy 1989, with Pat Metheny in Electric Counterpoint). Alt recording on Signum SIGCD064, CD or download: https://www.prestomusic.com/classical/products/7939272--reich-different-trains"
REC-210,exact,https://www.prestomusic.com/classical/products/8003409--steve-reich-wtc-9-11,"Steve Reich: WTC 9/11 - Kronos Quartet, So Percussion, Steve Reich & Musicians (Nonesuch 7559796457)","download (FLAC/ALAC/WAV 16/44.1, MP3)","Original Kronos recording, download only. Same-work CD alternative also on Presto: Reich WTC 9/11 & Different Trains (Megadisc MDC7877, product 8173880); also in Steve Reich: Collected Works 26CD box (product 9746628)."
REC-212,no,,,,Book of Travelers (Nonesuch 2018) not on Presto despite Nonesuch being carried; Kahane composer page (composers/16078) shows Heirloom (products/9808861) and Magnificent Bird (jazz/products/9312776) but not this album.
REC-256,no,,,,"Nonesuch Explorer 'Java: Court Gamelan' (Paku Alaman, 79719) not on Presto; Presto has the different Nonesuch gamelan album Java The Jasmine Isle (8122778116, /jazz/products/9519264) — different recording/ensemble, not the same work."
REC-265,no,,,,Presto site search 'semar pegulingan' returns 0 results; Nonesuch Explorer title (79720) not stocked.
REC-302,alt,https://www.prestomusic.com/classical/products/8068616--r-g-shankara-r-g-mala-in-jogia,"Rag Shankara / Rag Mala in Jogia — Ram Narayan, Anindo Chatterjee (Nimbus NI5245)",CD or download,"Same artist, 1989 Nimbus studio recording (71 min). The 1968 Nonesuch Explorer album is not on Presto; URL seen in site-restricted search results (product page blocked to crawlers but listed as 'CD or download')."
REC-303,exact,https://www.prestomusic.com/jazz/products/8434748--music-of-bulgaria-ensemble-of-the-bulgarian-republic-koutev,Music Of Bulgaria - Ensemble Of The Bulgarian Republic/Koutev,Download,"Official Nonesuch digital reissue, catalogue 7559798509"
REC-037,no,,,,Presto carries other Vaggione (Shifting Mirrors 2016 on Les Espaces Electroacoustiques III; Scir on Zeitenwechsel RZ20002) but not Schall
REC-108,alt,https://www.prestomusic.com/classical/products/7977027--risset-songes,Risset - Songes,Download FLAC/MP3,"Wergo WER2013-50; tracklist includes Songes (9:12) plus Passages, Little Boy suite, Sud II-III; same tape work but Wergo edition, not the INA-GRM release"
REC-120,exact,https://www.prestomusic.com/classical/products/8784718--pierre-schaeffer-loeuvre-musicale,Pierre Schaeffer - L'oeuvre musicale (inaGRM INAG6027-29),3 CDs,Tracklist verified: CD1 opens with Cinq études de bruits (Les incunables 1948-1952); official INA-GRM edition of Schaeffer's own tape works
REC-121,exact,https://www.prestomusic.com/classical/products/8784718--pierre-schaeffer-loeuvre-musicale,Pierre Schaeffer - L'oeuvre musicale (inaGRM INAG6027-29),3 CDs,CD2 (Schaeffer-Henry oeuvres communes 1950-1953) includes Symphonie pour un homme seul; official INA-GRM edition
REC-122,exact,https://www.prestomusic.com/classical/products/9799313--archives-grm-celebrating-30-years,Archives GRM: Celebrating 30 Years (inaGRM INA C-1030),5 CDs,"Box-set tracklist verified on Presto page: includes Ivo Malec: Reflets (and Malec: Week-end). Fixed-media tape work, so the compilation carries the same 1961 GRM realization. Released 1st Aug 2025."
REC-127,exact,https://www.prestomusic.com/classical/products/8776131--luc-ferrari-l-ouvre-electronique,Luc Ferrari - L'oeuvre electronique,10 CDs,inaGRM INAG6017-26 complete electronic works box (2025); Heterozygote confirmed in verified tracklist
REC-129,exact,https://www.prestomusic.com/classical/products/8776142--bernard-parmegiani-l-ouvre-musical-en-12-cd,"Bernard Parmegiani — L'oeuvre musical en 12 CD (inaGRM INAG6000-11, 2025)",12-CD box (~EUR 110 / USD 107),"Presto's work page for Parmegiani 'L'oeil ecoute' (classical/works/337694) lists exactly one recording: this complete-works box, i.e. the composer's own tape realization reissued. The standalone 1970 INA-GRM album is not sold separately."
REC-130,alt,https://www.prestomusic.com/classical/products/8615887--francois-bayle-50-ans-dacousmatique,Francois Bayle - 50 Ans D'Acousmatique (inaGRM INAG6033-47),15 CDs,"Tracklist verified to include L'experience acoustique; composer's own INA-GRM edition but available only within the 15-CD complete box, no standalone album on Presto."
REC-132,no,,,,"No Michel Chion recordings on Presto (classical search: 0 results). Site carries only his books (Sound: An Acoulogical Treatise etc.), not the INA-GRM/empreintes DIGITALes Requiem."
REC-136,exact,https://www.prestomusic.com/classical/products/8615887--francois-bayle-50-ans-dacousmatique,François Bayle - 50 Ans D'Acousmatique,15 CDs,Official inaGRM box INAG6033-47; verified tracklist includes Erosphère (with Tremblement de terre très doux)
REC-140,exact,https://www.prestomusic.com/classical/products/8776131--luc-ferrari-l-ouvre-electronique,Luc Ferrari - L'œuvre électronique (inaGRM INAG6017-26),10 CDs,Tracklist verified: includes Presque rien n°1 ou le lever du jour au bord de la mer; official INA-GRM box of Ferrari's electronic works
REC-034,no,,,,No Presto results for Lexikon-Sonate (classical search: no results); Karlheinz Essl composer page exists but carries no Lexikon-Sonate recording — only self-released/Soundprint CDs exist
REC-039,alt,https://www.prestomusic.com/classical/products/8078992--agostino-di-scipio-horbare-okosysteme,Agostino Di Scipio: Hörbare Ökosysteme — Live electronic compositions 1993-2005 (edition rz RZ10015),CD,"CD includes Hörbare Ökosysteme N.2a Studie über Rückkopplungen (Audible Ecosystemics n.2 Feedback Study, rec. 2003) and N.2b with vocal resonances (rec. 2004) — composer's own later realizations, not the 1997 self-release. Performers incl. Natalia Pschenitschnikova, Ensemble Mosaik, Quartetto Prometeo. Tracklist verified on product page."
REC-041,no,,,,"Presto classical search for 'Alberto de Campo' returns only one false positive (Disney 'Un nuevo sonido', track credit 'Franceschini Campo'). No de Campo recordings — as expected for self-released SuperCollider work."
REC-095,no,,,,"'Graffiti Composition' returns no results in classical or jazz. Presto has 6 Marclay items (Music for Merce Vol 10, Kronos 'Winter Was Hard', Kitchen Archives No. 3, etc.) but not the Dog W/A Bone release."
REC-134,no,,,,No recording of Red Bird on Presto. Presto does sell the book 'Red Bird: a document on the making of the electro-acoustic work' (University of York Music Press): https://www.prestomusic.com/sheet-music/products/7320512--trevor-wishart-red-bird
REC-155,no,,,,Not on Presto. No Peter Cusack / Sounds from Dangerous Places results in site-restricted search.
REC-321,alt,https://www.prestomusic.com/classical/products/7996575--suzuki-a-na-gi-1997-calm,Akio Suzuki — Na-gi 1997 - Calm (edition RZ RZ10005),"CD (EUR 22.22, 8-10 working days)","'Kikoeru' itself is not on Presto, but Presto lists Akio Suzuki (b.1941) as a composer with this solo edition RZ release; he also appears on the Auckland Festival compilation 's3d (ear & eye): Live at Galatos AK07' (classical/products/7983242)."
REC-032,no,,,,"No Presto listing for Rhythms (Lovely Music not distributed). Joel Chadabe search returns 3 items — New American Music Vol. 4 (Folkways, download), 25 Years of New York New Music (Innova, download), From The Kitchen Archives - New Music New York 1979 (Orange Mountain 2CD) — none contains Rhythms."
REC-142,no,,,,"Presto lists Lockwood works (In Our Name, World Rhythms, Thirst etc.) but no Sound Map of the Hudson River; Lovely Music catalogue not stocked"
REC-148,no,,,,"Lovely Music catalogue absent from Presto; Lockwood composer page (/classical/composers/3121--lockwood-a) lists other albums (In Our Name, Between Noise & Silence etc.) but no Sound Map of the Danube."
REC-202,no,,,,Automatic Writing (Lovely Music) not on Presto; Robert Ashley composer page exists (/classical/composers/11813--ashley) but Lovely Music titles are not stocked.
REC-204,no,,,,'Robert Ashley Perfect Lives' and 'Perfect Lives' return nothing relevant (only a film-score false positive). Lovely Music catalogue not carried by Presto.
REC-316,no,,,,"Music on a Long Thin Wire (Lovely Music LCD 1011) not on Presto; Presto carries Lucier on Mode and New World (Ever Present, Broken Line, Vespers, Wind Shadows etc.) but not the Lovely Music catalogue."
REC-279,alt,https://www.prestomusic.com/classical/products/8017956--ayshemgul-memet-the-female-voice-of-uyghur-muqams-and-folk-songs,Ayshemgul Memet: The Female Voice of Uyghur Muqams and Folk Songs (Dreyer Gaido DGCD21067),"CD, download","Smithsonian Folkways Twelve Muqam album not on Presto; no Inedit/Ocora muqam sets found. Alt muqam recordings: Ayshemgul Memet (Dreyer Gaido) and Folk Songs of the Uyghur Peoples (Naxos World NXW761052, jazz/products/9722588)."
REC-280,no,,,,"Vol. 10 Borderlands not on Presto. Presto carries other volumes of the Smithsonian Folkways series: Vol. 1 Tengir-Too (download, product 9478112) and Vol. 5 Badakhshan Ensemble (CD+DVD, product 8662398)."
REC-289,no,,,,Zero results on Presto for Rhythms of Rapture; Smithsonian Folkways title not stocked
REC-301,no,,,,"Jean Ritchie and Doc Watson at Folk City not on Presto (Smithsonian Folkways label is carried, 92 pages). Related: Doc Watson and Gaither Carlton SFW40235 (jazz/products/8781090); Jean Ritchie: Ballads from her Appalachian Family Tradition (jazz/products/9477969)."
REC-309,no,,,,UNESCO Collection Mongolia album not on Presto; only unrelated Mongolian traditional albums (ARC Music Khoomii/Yatga etc.)
REC-149,no,,,,"4 Rooms (Touch) not stocked; Presto has other Kirkegaard items only (EMP RMX 333, Mirage, EMP 10)"
REC-150,no,,,,"Presto classical search 'Jana Winderen' returns no recordings (only two books mentioning her: A Sound Word Almanac, Bloomsbury Handbook of Sonic Methodologies); jazz search also empty. Touch releases not carried."
REC-240,no,,,,"Presto's full Niblock search returns 6 items (Mode: Disseminate Ostrava MOD-CD-131, Brazil 84 DVD, etc.) — no Touch Works for Hurdy Gurdy and Voice; Touch label not carried."
REC-322,no,,,,No Ryoji Ikeda albums stocked; Touch catalogue absent. Site search shows a single untitled jazz hit that could not be identified as +/-.
REC-324,no,,,,Labyrinthitis search: 0 results; Jacob Kirkegaard and the Touch label are not carried by Presto.
REC-030,alt,https://www.prestomusic.com/classical/products/7976913--barlow-compositions-for-piano-and-player-piano,Barlow: Compositions for Piano and Player Piano (Cybele CYBELESACD960308),SACD (hybrid multi-channel),"Cogluotobusisletmesi confirmed on tracklist — version for four pianos (Kruse/Kobler/Roelcke + Barlow player piano, cond. James Avery); not the 1975 WERGO recording. In stock (1 left). hat HATNOWART126 Musica Derivata checked: does NOT contain the work."
REC-062,exact,https://www.prestomusic.com/classical/products/9535412--yun-loyang-gasa-reak-shao-yang-yin-tuyaux-sonores,Yun: Loyang / Gasa / Réak / Shao Yang Yin / Tuyaux sonores (Wergo WER66202),Download,"Contains Réak for Orchestra — SWF-Sinfonieorchester Baden-Baden / Ernest Bour (premiere-era Wergo recording); 2023 Wergo reissue, download only"
REC-215,exact,https://www.prestomusic.com/classical/products/7977051--ligeti-continuum,Ligeti: Continuum,CD,"Wergo WER60161-50 (Elektronisches Studio des WDR Köln) listed on Presto's Artikulation works page; alt: Les Espaces Electroacoustiques, Col Legno COL40002, 2 SACDs"
REC-216,alt,https://www.prestomusic.com/classical/products/8063340--fluxus-piano,"Fluxus Piano - Works of the 1960s, Steffen Schleiermacher (MDG 6131911)","CD, download (FLAC/MP3)","Presto works page works/270180 'Piano Pieces (4) for David Tudor' lists this as the only recording — 4 of the 5 pieces, Schleiermacher not Tudor. Also: Piano Piece for David Tudor III on 'David Tudor plays Cage, Wolff and Feldman' (edition rz RZ1018/19, 2 CDs, via works/177702). No WERGO five-piece set on Presto."
REC-217,alt,https://www.prestomusic.com/classical/products/8066654--mobile-for-shakespeare,Mobile For Shakespeare (hat[now]ART 118),"CD, download","Alt recording: Ensemble Avantgarde, Leipziger Streichquartett, Beat Furrer (hat, 1999) - not the 1960 WERGO recording; title album for the work"
REC-152,no,,,,Five Electrical Walks (Important Records) not stocked; Presto search shows only Kubisch 'dreaming of a major third' (CD) and Darmstadt Aural Documents Box 4.
REC-233,alt,https://www.prestomusic.com/classical/products/8615888--eliane-radigue-oeuvres-electroniques,Eliane Radigue - Oeuvres Electroniques (inaGRM INA6060-74),14 CDs,Tracklist verified to include Adnos I-III; INA-GRM electronic-works box rather than the Important Records 3-CD edition. Out of stock at UK distributor but orderable.
REC-242,no,,,,"Through Glass Panes (Important Records) not stocked. Ellen Fullman appears on Presto only as performer on Ghostly Psalms (Innova INNOVA246, download) and Zeitenwechsel - 35 Jahre Berliner Kunstlerprogramm (edition rz RZ20002, CD)."
REC-244,no,,,,No Presto results: 'Hennix' returns nothing in classical search; Important Records catalogue not stocked
REC-264,no,,,,"No hits for Moudallal / 'Wasla' / Aleppo traditional repertoire. 'Aleppo' results are all Western contemporary works about the city; 'Musiques d'Alep' (Wajd Ensemble, Outhere) is post-2016 European-produced and not the wasla repertoire; no Ocora or Inedit Aleppo titles found."
REC-273,exact,https://www.prestomusic.com/jazz/products/8893268--ouzbekistan-monajat-yultchie,Ouzbekistan - Monajat Yultchieva (Ocora C561060),CD,"2008 Ocora reissue of the same 1994 Ferghana maqam recording (orig. C560060) - same recording, so exact. CD EUR 19.89, 3 in stock. Listed in Presto's Jazz department."
REC-305,no,,,,"Route hint not borne out: Presto's classical Ocora catalogue is only 23 titles (checked label browse pages) and does not include Sardaigne - launeddas / Luigi Lai; searches for launeddas/Sardaigne/Luigi Lai return nothing on Presto. Nearest Sardinia item: Traditional Songs and Dances of Sardinia (Saydisc SDL426, /jazz/products/8068652) — different artists."
REC-311,no,,,,"Ocora Kurdish Tanbur / Ahl-e Haqq disc not on Presto: searches for 'Kurdish tanbur', 'Kurdistan Ocora', 'Ahl-e Haqq' return nothing relevant; 'tanbur' (11 results) yields only Ottoman/Uzbek/Turkish discs. No Jean During Kurdistan disc found."
REC-043,no,,,,No Presto listing for Platform; site search 'platform herndon' returns only books (Audio Culture). 4AD/RVNG title not stocked.
REC-044,no,,,,"No EARS on Presto. Kaitlyn Aurelia Smith appears only as guest/remixer on two unrelated downloads (Telar single with Bryan Senti, Naive; Life Like Violence: The Remixes, Cantaloupe)."
REC-192,no,,,,Breadwoman & Other Tales (RVNG) not on Presto: 'Anna Homler' and 'Breadwoman' both return no results in classical and jazz sections.
REC-246,no,,,,Zero search results for Tashi Wada; RVNG catalogue not stocked
REC-088,exact,https://www.prestomusic.com/jazz/products/8707702--3-compositions-of-new-jazz,3 Compositions of New Jazz (Delmark Records DE415),"Download (FLAC/ALAC/WAV CD-quality, MP3)",The Delmark album itself in Presto Jazz; Anthony Braxton (saxophone); Composition 6E is on this album; no physical format listed
REC-089,exact,https://www.prestomusic.com/jazz/products/8456125--for-trio,For Trio (Arista G010003745323S),"download (FLAC/MP3, album-only tracks)","Original 1978 Arista album, digital reissue; contains both NW-5-94 (Opus 76) versions incl. Version One (20:10). Opus 76 (20:10) also on The Essential Anthony Braxton - The Arista Years (8457729)"
REC-090,no,,,,"Arista LP For Trio (1977) not on Presto Jazz; Presto's Braxton artist page (10 pages) carries hatOLOGY/Leo/Delmark titles but no For Trio; the work only resurfaced in Mosaic's Complete Arista box, not stocked by Presto."
REC-137,alt,https://www.prestomusic.com/classical/products/7939852--klang-electroacoustic-collection-1,Klang - Electroacoustic Collection 1 (NMC NMCD035),"CD, download (FLAC/MP3, digital booklet)",Jonty Harrison's Klang (9:02) confirmed as title track on tracklist. empreintes DIGITALes release not carried by Presto — same composer tape realization on a different album.
REC-138,no,,,,No Denis Smalley or empreintes DIGITALes listings found on Presto
REC-139,no,,,,"Vande Gorne: zero results on Presto (empreintes DIGITALes not distributed). Cross-checked Philippe Leroux (b.1959): 15 products on Presto, none is Voi(rex) — searches for 'Voi(rex)' return nothing. Neither the misattributed title nor Vox Alia available."
REC-235,no,,,,"Nothin to Look at Just a Record not on Presto (0 results; India Navigation/Superior Viaduct absent). Presto has a Phill Niblock composer page with other titles (Disseminate Ostrava, Mode MOD-CD-131; Niblock/Lamb, Hubro; Brazil 84 DVD) but not the trombone works from this album."
REC-238,exact,https://www.prestomusic.com/classical/products/8615888--eliane-radigue-oeuvres-electroniques,Éliane Radigue — Oeuvres Electroniques (inaGRM INA6060-74),"14 CDs ($131.00, order-on-demand)","Kyema included within Trilogie de la Mort (Kyema, Kailasha, Koume) — same tape realization in the official inaGRM complete-electronic-works box; tracklist verified on Presto page. Standalone XI Records album not stocked."
REC-239,alt,https://www.prestomusic.com/classical/products/8615888--eliane-radigue-oeuvres-electroniques,Éliane Radigue - Oeuvres Electroniques,14 CDs,"inaGRM box INA6060-74 (2025); verified tracklist includes Trilogie De La Mort (Kyema, Kailasha, Koumé); not the XI Records edition"
REC-153,no,,,,"Swiss Mountain Transport Systems / Gruenrekorder not on Presto. Presto does carry Ernst Karel on another release: Kyle Bruckmann & Ernst Karel Electricals (Another Timbre AT16, CD) - different work."
REC-154,no,,,,No Budhaditya Chattopadhyay or Gruenrekorder titles found on Presto; label does not appear to be carried.
REC-157,no,,,,Checked: no Marc Namblard and no Gruenrekorder label results on Presto
REC-258,no,,,,No Necdet Yasar recordings on Presto; site search returns only two ethnomusicology books; no Kalan label listings found
REC-281,alt,https://www.prestomusic.com/jazz/products/8029644--bezmara-splendours-of-topkapi,Bezmara: Splendours of Topkapi,Download,"Same ensemble, Ottoman court makam repertoire, Naive OP30266; the 2012 Kalan Muzik album itself is not on Presto"
REC-298,no,,,,"No Kalan or Traditional Crossroads reissues of Cemil Bey's 1910-14 taksim recordings on Presto; hits are modern performances of his compositions (Routes du cafe, Kronos Floodplain, The Turkish Oud, Istanbul: Between Orient and Occident)."
REC-075,no,,,,Checked classical + site-wide search: no Jlin / Black Origami; Planet Mu not stocked by Presto
REC-118,no,,,,"Contraposition (Arcola, 2018) not stocked. Presto (jazz/electronic section) carries 5 other Rian Treanor releases incl. Ataxia (Planet Mu ZIQ405, CD + 2LP), File Under UK Metaplasm (CD), Obstacle Scattering (LP), Saccades (LP), Body Lapse (LP) — none contains Contraposition."
REC-296,exact,https://www.prestomusic.com/jazz/products/9593633--legacy,"RP Boo — Legacy (Planet Mu ZIQ335CD, 2013)","CD (EUR 11.63, in stock)","Listed in Presto's jazz section. Presto also stocks RP Boo 'Legacy Volume 2', 'I'll Tell You What' and 'The Ultimate' (jazz search 'RP Boo', 5 items)."
REC-028,alt,https://www.prestomusic.com/classical/products/8461693--stockhausen-klavierstucke-piano-pieces-i-xi,Stockhausen: Klavierstücke - Piano Pieces I-XI,2 CDs; download FLAC/MP3,"Sabine Liebner (piano), Wergo WER73412; also David Tudor historic first recordings, hat[now]ART HATNOWART172 (products/8496274)"
REC-050,alt,https://www.prestomusic.com/classical/products/8027861--wolfgang-rihm-kontinent,Wolfgang Rihm: Kontinent,CD; download FLAC/MP3,"Klangforum Wien / Emilio Pomàrico, live Kreuzspiel (11:00), Col Legno COL20297; only recording of the work on Presto"
REC-055,alt,https://www.prestomusic.com/classical/products/8007206--stockhausen-gruppen,Stockhausen: Gruppen (Deutsche Grammophon 4790341),download,Berliner Philharmoniker/Abbado — not the Stockhausen-Verlag edition. Also seen: DG 4477612 'Gruppen etc.' (/products/7930895) and BMC Eotvos/WDR (/products/7970946); Presto works page works/31277 lists all recordings.
REC-171,no,,,,"No 'Guitar Trio' recording. Presto carries Chatham only on two items: From the Kitchen Archives No. 3 (Orange Mountain OMM0024, CD, classical/products/7982007 — no tracklist shown, Chatham track is a different work) and 'The Crying of Lot 69' (Atypeek download, Chatham as sideman)."
REC-229,no,,,,Four Violins (Table of the Elements) not on Presto; site search for Tony Conrad returns unrelated jazz/books only
REC-232,no,,,,"'Outside the Dream Syndicate' returns no results. Presto recognizes Tony Conrad (1940-2016) as a composer but stocks only From the Kitchen Archives — New Music New York 1979 (2 CDs, different work) plus one false positive."
REC-225,no,,,,No Presto results: 'Ryoji Ikeda' returns nothing in classical or jazz search; raster-noton catalogue not stocked
REC-226,no,,,,Only Ikeda item on Presto is Cyclo CD (Ikeda/Carsten Nicolai collaboration); test pattern not stocked
REC-227,no,,,,"No raster-noton/NOTON catalogue on Presto; no Alva Noto product pages found. Unitxt available elsewhere (Bleep, NOTON) but not Presto."
REC-065,alt,https://www.prestomusic.com/classical/products/8078383--riley-in-c,Riley: In C — Jeroen van Veen (Brilliant Classics 95217),Download,"Original 1968 Columbia recording not found on Presto. Many alternative recordings exist; also seen on Presto: Maya Beiser x Terry Riley In C (Islandia IMR014, /classical/products/9594256), Shanghai Film Chinese Orchestra (Celestial Harmonies CH130262, /classical/products/8007937), Atma ACD22251 (/classical/products/7969538); work page /classical/works/2339--in-c/browse lists 3 pages of recordings."
REC-283,exact,https://www.prestomusic.com/classical/products/9809846--terry-riley-the-columbia-recordings,Terry Riley - The Columbia Recordings (Sony 19802908832),4 CDs,"2025 remastered box containing the original 1969 A Rainbow in Curved Air album alongside In C, Church of Anthrax and Shri Camel; standalone Rainbow album not listed separately (works page shows no results)"
REC-045,alt,https://www.prestomusic.com/classical/products/8438325--dallapiccola-il-prigioniero-canti-di-prigionia,Dallapiccola: Il Prigioniero & Canti di prigionia (Sony SK68323),"Presto CD, download (FLAC/MP3)",Salonen / Swedish Radio SO & Choir; tracklist verified (Canti di Prigionia 23:20). No Naxos recording on Presto. Also on Presto: Erato download 9029531677 (products/8723687) and American SO download ASO188 (products/8067990).
REC-060,alt,https://www.prestomusic.com/classical/products/9325438--eclipse,Eclipse - Dvorak/Ginastera/Sarasate (Deutsche Grammophon 4862383),"CD, download, Hi-Res download","Alt recording: Hilary Hahn, Frankfurt Radio Symphony, Orozco-Estrada; BBC Music Magazine Award winner 2023. No Naxos recording of the Violin Concerto on Presto (works page lists 5 recordings); also available: Accardo on Dynamic S2042 download (product 7969272) and Eclipse 2LP vinyl (product 9325439)"
REC-190,no,,,,No Lily Greenham or Paradigm Discs listings found on Presto
